Código;Reservatório;Cota;Capacidade;Volume;VolumePercentual;DataInformacao;
12172;EPITÁCIO PESSOA;;411,69;338,07;82,12;20/04/2012;
12172;EPITÁCIO PESSOA;;411,69;338,41;82,20;19/04/2012;
12172;EPITÁCIO PESSOA;;411,69;338,75;82,28;18/04/2012;
12172;EPITÁCIO PESSOA;;411,69;339,10;82,37;17/04/2012;
12172;EPITÁCIO PESSOA;;411,69;339,44;82,45;16/04/2012;
12172;EPITÁCIO PESSOA;;411,69;339,78;82,53;15/04/2012;
12172;EPITÁCIO PESSOA;;411,69;340,12;82,61;14/04/2012;
12172;EPITÁCIO PESSOA;;411,69;340,46;82,70;13/04/2012;
12172;EPITÁCIO PESSOA;;411,69;340,80;82,78;12/04/2012;
12172;EPITÁCIO PESSOA;;411,69;341,48;82,94;11/04/2012;
12172;EPITÁCIO PESSOA;;411,69;341,82;83,03;10/04/2012;
12172;EPITÁCIO PESSOA;;411,69;342,50;83,19;09/04/2012;
12172;EPITÁCIO PESSOA;;411,69;342,85;83,28;08/04/2012;
12172;EPITÁCIO PESSOA;;411,69;343,20;83,36;07/04/2012;
12172;EPITÁCIO PESSOA;;411,69;343,56;83,45;06/04/2012;
12172;EPITÁCIO PESSOA;;411,69;343,91;83,54;05/04/2012;
12172;EPITÁCIO PESSOA;;411,69;344,26;83,62;04/04/2012;
12172;EPITÁCIO PESSOA;;411,69;344,62;83,71;03/04/2012;
12172;EPITÁCIO PESSOA;;411,69;345,32;83,88;02/04/2012;
12172;EPITÁCIO PESSOA;;411,69;345,68;83,97;01/04/2012;
12172;EPITÁCIO PESSOA;376,10;411,69;346,03;84,05;31/03/2012;
12172;EPITÁCIO PESSOA;;411,69;346,38;84,14;30/03/2012;
12172;EPITÁCIO PESSOA;;411,69;347,09;84,31;29/03/2012;
12172;EPITÁCIO PESSOA;;411,69;347,45;84,39;28/03/2012;
12172;EPITÁCIO PESSOA;;411,69;347,80;84,48;27/03/2012;
12172;EPITÁCIO PESSOA;;411,69;348,51;84,65;26/03/2012;
12172;EPITÁCIO PESSOA;;411,69;348,51;84,65;25/03/2012;
12172;EPITÁCIO PESSOA;;411,69;349,21;84,82;24/03/2012;
12172;EPITÁCIO PESSOA;;411,69;349,57;84,91;23/03/2012;
12172;EPITÁCIO PESSOA;;411,69;350,27;85,08;22/03/2012;
12172;EPITÁCIO PESSOA;;411,69;350,63;85,17;21/03/2012;
12172;EPITÁCIO PESSOA;;411,69;351,33;85,34;20/03/2012;
12172;EPITÁCIO PESSOA;;411,69;351,69;85,43;19/03/2012;
12172;EPITÁCIO PESSOA;;411,69;352,04;85,51;18/03/2012;
12172;EPITÁCIO PESSOA;;411,69;352,75;85,68;17/03/2012;
12172;EPITÁCIO PESSOA;;411,69;353,45;85,85;16/03/2012;
12172;EPITÁCIO PESSOA;;411,69;353,81;85,94;15/03/2012;
12172;EPITÁCIO PESSOA;;411,69;354,16;86,03;14/03/2012;
12172;EPITÁCIO PESSOA;;411,69;354,52;86,11;13/03/2012;
12172;EPITÁCIO PESSOA;;411,69;355,22;86,28;12/03/2012;
12172;EPITÁCIO PESSOA;;411,69;355,58;86,37;11/03/2012;
12172;EPITÁCIO PESSOA;;411,69;355,93;86,46;10/03/2012;
12172;EPITÁCIO PESSOA;;411,69;356,64;86,63;09/03/2012;
12172;EPITÁCIO PESSOA;;411,69;356,99;86,71;08/03/2012;
12172;EPITÁCIO PESSOA;;411,69;357,34;86,80;07/03/2012;
12172;EPITÁCIO PESSOA;;411,69;357,70;86,88;06/03/2012;
12172;EPITÁCIO PESSOA;;411,69;358,05;86,97;05/03/2012;
12172;EPITÁCIO PESSOA;;411,69;358,76;87,14;04/03/2012;
12172;EPITÁCIO PESSOA;;411,69;359,11;87,23;03/03/2012;
12172;EPITÁCIO PESSOA;;411,69;359,82;87,40;02/03/2012;
12172;EPITÁCIO PESSOA;;411,69;360,52;87,57;01/03/2012;
12172;EPITÁCIO PESSOA;376,52;411,69;360,88;87,66;29/02/2012;
12172;EPITÁCIO PESSOA;;411,69;361,23;87,74;28/02/2012;
12172;EPITÁCIO PESSOA;;411,69;361,59;87,83;27/02/2012;
12172;EPITÁCIO PESSOA;;411,69;361,94;87,92;26/02/2012;
12172;EPITÁCIO PESSOA;;411,69;362,29;88,00;25/02/2012;
12172;EPITÁCIO PESSOA;;411,69;362,65;88,09;24/02/2012;
12172;EPITÁCIO PESSOA;;411,69;363,00;88,17;23/02/2012;
12172;EPITÁCIO PESSOA;;411,69;363,35;88,26;22/02/2012;
12172;EPITÁCIO PESSOA;;411,69;363,35;88,26;21/02/2012;
12172;EPITÁCIO PESSOA;;411,69;363,00;88,17;20/02/2012;
12172;EPITÁCIO PESSOA;;411,69;359,82;87,40;19/02/2012;
12172;EPITÁCIO PESSOA;;411,69;359,11;87,23;18/02/2012;
12172;EPITÁCIO PESSOA;;411,69;359,11;87,23;17/02/2012;
12172;EPITÁCIO PESSOA;;411,69;359,46;87,31;16/02/2012;
12172;EPITÁCIO PESSOA;;411,69;359,82;87,40;15/02/2012;
12172;EPITÁCIO PESSOA;;411,69;360,17;87,49;14/02/2012;
12172;EPITÁCIO PESSOA;;411,69;360,52;87,57;13/02/2012;
12172;EPITÁCIO PESSOA;;411,69;360,88;87,66;12/02/2012;
12172;EPITÁCIO PESSOA;;411,69;361,23;87,74;11/02/2012;
12172;EPITÁCIO PESSOA;;411,69;361,59;87,83;10/02/2012;
12172;EPITÁCIO PESSOA;;411,69;361,94;87,92;09/02/2012;
12172;EPITÁCIO PESSOA;;411,69;362,65;88,09;08/02/2012;
12172;EPITÁCIO PESSOA;;411,69;363,00;88,17;07/02/2012;
12172;EPITÁCIO PESSOA;;411,69;363,35;88,26;06/02/2012;
12172;EPITÁCIO PESSOA;;411,69;363,71;88,34;05/02/2012;
12172;EPITÁCIO PESSOA;;411,69;364,06;88,43;04/02/2012;
12172;EPITÁCIO PESSOA;;411,69;364,41;88,52;03/02/2012;
12172;EPITÁCIO PESSOA;;411,69;364,77;88,60;02/02/2012;
12172;EPITÁCIO PESSOA;;411,69;365,12;88,69;01/02/2012;
12172;EPITÁCIO PESSOA;376,65;411,69;365,47;88,77;31/01/2012;
12172;EPITÁCIO PESSOA;;411,69;365,83;88,86;30/01/2012;
12172;EPITÁCIO PESSOA;;411,69;366,18;88,95;29/01/2012;
12172;EPITÁCIO PESSOA;;411,69;366,53;89,03;28/01/2012;
12172;EPITÁCIO PESSOA;;411,69;366,53;89,03;27/01/2012;
12172;EPITÁCIO PESSOA;;411,69;366,89;89,12;26/01/2012;
12172;EPITÁCIO PESSOA;;411,69;367,24;89,20;25/01/2012;
12172;EPITÁCIO PESSOA;;411,69;367,24;89,20;24/01/2012;
12172;EPITÁCIO PESSOA;;411,69;366,89;89,12;23/01/2012;
12172;EPITÁCIO PESSOA;;411,69;367,24;89,20;22/01/2012;
12172;EPITÁCIO PESSOA;;411,69;366,89;89,12;21/01/2012;
12172;EPITÁCIO PESSOA;;411,69;366,53;89,03;20/01/2012;
12172;EPITÁCIO PESSOA;;411,69;366,89;89,12;19/01/2012;
12172;EPITÁCIO PESSOA;;411,69;366,89;89,12;18/01/2012;
12172;EPITÁCIO PESSOA;;411,69;367,24;89,20;17/01/2012;
12172;EPITÁCIO PESSOA;;411,69;367,59;89,29;16/01/2012;
12172;EPITÁCIO PESSOA;;411,69;367,95;89,38;15/01/2012;
12172;EPITÁCIO PESSOA;;411,69;368,30;89,46;14/01/2012;
12172;EPITÁCIO PESSOA;;411,69;368,66;89,55;13/01/2012;
12172;EPITÁCIO PESSOA;;411,69;369,36;89,72;12/01/2012;
12172;EPITÁCIO PESSOA;;411,69;369,72;89,80;11/01/2012;
12172;EPITÁCIO PESSOA;;411,69;370,07;89,89;10/01/2012;
12172;EPITÁCIO PESSOA;;411,69;370,42;89,98;09/01/2012;
12172;EPITÁCIO PESSOA;;411,69;370,78;90,06;08/01/2012;
12172;EPITÁCIO PESSOA;;411,69;371,13;90,15;07/01/2012;
12172;EPITÁCIO PESSOA;;411,69;371,48;90,23;06/01/2012;
12172;EPITÁCIO PESSOA;;411,69;371,84;90,32;05/01/2012;
12172;EPITÁCIO PESSOA;;411,69;372,54;90,49;04/01/2012;
12172;EPITÁCIO PESSOA;;411,69;372,90;90,58;03/01/2012;
12172;EPITÁCIO PESSOA;;411,69;372,90;90,58;02/01/2012;
12172;EPITÁCIO PESSOA;;411,69;373,60;90,75;01/01/2012;
12172;EPITÁCIO PESSOA;376,89;411,69;373,96;90,83;31/12/2011;
12172;EPITÁCIO PESSOA;;411,69;374,31;90,92;30/12/2011;
12172;EPITÁCIO PESSOA;;411,69;374,67;91,01;29/12/2011;
12172;EPITÁCIO PESSOA;;411,69;375,02;91,09;28/12/2011;
12172;EPITÁCIO PESSOA;;411,69;375,37;91,18;27/12/2011;
12172;EPITÁCIO PESSOA;;411,69;375,73;91,26;26/12/2011;
12172;EPITÁCIO PESSOA;;411,69;376,43;91,44;25/12/2011;
12172;EPITÁCIO PESSOA;;411,69;376,79;91,52;24/12/2011;
12172;EPITÁCIO PESSOA;;411,69;377,14;91,61;23/12/2011;
12172;EPITÁCIO PESSOA;;411,69;377,49;91,69;22/12/2011;
12172;EPITÁCIO PESSOA;;411,69;377,85;91,78;21/12/2011;
12172;EPITÁCIO PESSOA;;411,69;378,21;91,87;20/12/2011;
12172;EPITÁCIO PESSOA;;411,69;378,21;91,87;19/12/2011;
12172;EPITÁCIO PESSOA;;411,69;378,58;91,96;18/12/2011;
12172;EPITÁCIO PESSOA;;411,69;379,31;92,14;17/12/2011;
12172;EPITÁCIO PESSOA;;411,69;379,68;92,22;16/12/2011;
12172;EPITÁCIO PESSOA;;411,69;380,41;92,40;15/12/2011;
12172;EPITÁCIO PESSOA;;411,69;380,78;92,49;14/12/2011;
12172;EPITÁCIO PESSOA;;411,69;381,14;92,58;13/12/2011;
12172;EPITÁCIO PESSOA;;411,69;381,51;92,67;12/12/2011;
12172;EPITÁCIO PESSOA;;411,69;381,88;92,76;11/12/2011;
12172;EPITÁCIO PESSOA;;411,69;382,24;92,85;10/12/2011;
12172;EPITÁCIO PESSOA;;411,69;382,61;92,94;09/12/2011;
12172;EPITÁCIO PESSOA;;411,69;382,97;93,02;08/12/2011;
12172;EPITÁCIO PESSOA;;411,69;383,71;93,20;07/12/2011;
12172;EPITÁCIO PESSOA;;411,69;384,07;93,29;06/12/2011;
12172;EPITÁCIO PESSOA;;411,69;384,44;93,38;05/12/2011;
12172;EPITÁCIO PESSOA;;411,69;384,81;93,47;04/12/2011;
12172;EPITÁCIO PESSOA;;411,69;385,17;93,56;03/12/2011;
12172;EPITÁCIO PESSOA;;411,69;385,54;93,65;02/12/2011;
12172;EPITÁCIO PESSOA;;411,69;386,27;93,83;01/12/2011;
12172;EPITÁCIO PESSOA;377,24;411,69;386,64;93,91;30/11/2011;
12172;EPITÁCIO PESSOA;;411,69;387,00;94,00;29/11/2011;
12172;EPITÁCIO PESSOA;;411,69;387,37;94,09;28/11/2011;
12172;EPITÁCIO PESSOA;;411,69;387,74;94,18;27/11/2011;
12172;EPITÁCIO PESSOA;;411,69;388,10;94,27;26/11/2011;
12172;EPITÁCIO PESSOA;;411,69;388,47;94,36;25/11/2011;
12172;EPITÁCIO PESSOA;;411,69;388,83;94,45;24/11/2011;
12172;EPITÁCIO PESSOA;;411,69;389,20;94,54;23/11/2011;
12172;EPITÁCIO PESSOA;;411,69;389,57;94,63;22/11/2011;
12172;EPITÁCIO PESSOA;;411,69;389,93;94,72;21/11/2011;
12172;EPITÁCIO PESSOA;;411,69;390,30;94,80;20/11/2011;
12172;EPITÁCIO PESSOA;;411,69;390,67;94,89;19/11/2011;
12172;EPITÁCIO PESSOA;;411,69;391,40;95,07;18/11/2011;
12172;EPITÁCIO PESSOA;;411,69;391,76;95,16;17/11/2011;
12172;EPITÁCIO PESSOA;;411,69;392,13;95,25;16/11/2011;
12172;EPITÁCIO PESSOA;;411,69;392,50;95,34;15/11/2011;
12172;EPITÁCIO PESSOA;;411,69;392,50;95,34;14/11/2011;
12172;EPITÁCIO PESSOA;;411,69;392,50;95,34;13/11/2011;
12172;EPITÁCIO PESSOA;;411,69;392,86;95,43;12/11/2011;
12172;EPITÁCIO PESSOA;;411,69;392,86;95,43;11/11/2011;
12172;EPITÁCIO PESSOA;;411,69;393,60;95,60;10/11/2011;
12172;EPITÁCIO PESSOA;;411,69;393,96;95,69;09/11/2011;
12172;EPITÁCIO PESSOA;;411,69;394,33;95,78;08/11/2011;
12172;EPITÁCIO PESSOA;;411,69;394,69;95,87;07/11/2011;
12172;EPITÁCIO PESSOA;;411,69;395,06;95,96;06/11/2011;
12172;EPITÁCIO PESSOA;;411,69;395,43;96,05;05/11/2011;
12172;EPITÁCIO PESSOA;;411,69;395,79;96,14;04/11/2011;
12172;EPITÁCIO PESSOA;;411,69;396,16;96,23;03/11/2011;
12172;EPITÁCIO PESSOA;;411,69;396,53;96,32;02/11/2011;
12172;EPITÁCIO PESSOA;;411,69;396,89;96,41;01/11/2011;
12172;EPITÁCIO PESSOA;377,53;411,69;397,26;96,49;31/10/2011;
12172;EPITÁCIO PESSOA;;411,69;397,62;96,58;30/10/2011;
12172;EPITÁCIO PESSOA;;411,69;397,99;96,67;29/10/2011;
12172;EPITÁCIO PESSOA;;411,69;398,38;96,77;28/10/2011;
12172;EPITÁCIO PESSOA;;411,69;398,77;96,86;27/10/2011;
12172;EPITÁCIO PESSOA;;411,69;399,56;97,05;26/10/2011;
12172;EPITÁCIO PESSOA;;411,69;399,95;97,15;25/10/2011;
12172;EPITÁCIO PESSOA;;411,69;399,95;97,15;24/10/2011;
12172;EPITÁCIO PESSOA;;411,69;400,34;97,24;23/10/2011;
12172;EPITÁCIO PESSOA;;411,69;400,73;97,34;22/10/2011;
12172;EPITÁCIO PESSOA;;411,69;401,12;97,43;21/10/2011;
12172;EPITÁCIO PESSOA;;411,69;401,51;97,53;20/10/2011;
12172;EPITÁCIO PESSOA;;411,69;401,90;97,62;19/10/2011;
12172;EPITÁCIO PESSOA;;411,69;402,30;97,72;18/10/2011;
12172;EPITÁCIO PESSOA;;411,69;402,30;97,72;17/10/2011;
12172;EPITÁCIO PESSOA;;411,69;402,69;97,81;16/10/2011;
12172;EPITÁCIO PESSOA;;411,69;403,08;97,91;15/10/2011;
12172;EPITÁCIO PESSOA;;411,69;403,47;98,00;14/10/2011;
12172;EPITÁCIO PESSOA;;411,69;403,86;98,10;13/10/2011;
12172;EPITÁCIO PESSOA;;411,69;403,86;98,10;12/10/2011;
12172;EPITÁCIO PESSOA;;411,69;404,25;98,19;11/10/2011;
12172;EPITÁCIO PESSOA;;411,69;404,64;98,29;10/10/2011;
12172;EPITÁCIO PESSOA;;411,69;405,03;98,38;09/10/2011;
12172;EPITÁCIO PESSOA;;411,69;405,43;98,48;08/10/2011;
12172;EPITÁCIO PESSOA;;411,69;405,82;98,57;07/10/2011;
12172;EPITÁCIO PESSOA;;411,69;406,21;98,67;06/10/2011;
12172;EPITÁCIO PESSOA;;411,69;406,99;98,86;05/10/2011;
12172;EPITÁCIO PESSOA;;411,69;407,38;98,95;04/10/2011;
12172;EPITÁCIO PESSOA;;411,69;407,77;99,05;03/10/2011;
12172;EPITÁCIO PESSOA;;411,69;408,17;99,14;02/10/2011;
12172;EPITÁCIO PESSOA;;411,69;408,56;99,24;01/10/2011;
12172;EPITÁCIO PESSOA;377,83;411,69;408,95;99,33;30/09/2011;
12172;EPITÁCIO PESSOA;;411,69;409,34;99,43;29/09/2011;
12172;EPITÁCIO PESSOA;;411,69;409,73;99,52;28/09/2011;
12172;EPITÁCIO PESSOA;;411,69;409,73;99,52;27/09/2011;
12172;EPITÁCIO PESSOA;;411,69;410,12;99,62;26/09/2011;
12172;EPITÁCIO PESSOA;;411,69;410,51;99,71;25/09/2011;
12172;EPITÁCIO PESSOA;;411,69;410,90;99,81;24/09/2011;
12172;EPITÁCIO PESSOA;;411,69;411,30;99,90;23/09/2011;
12172;EPITÁCIO PESSOA;378,08;411,69;418,94;101,76;31/08/2011;
12172;EPITÁCIO PESSOA;378,26;411,69;426,25;103,54;31/07/2011;
12172;EPITÁCIO PESSOA;378,19;411,69;423,40;102,85;30/06/2011;
12172;EPITÁCIO PESSOA;378,44;411,69;433,66;105,34;31/05/2011;
12172;EPITÁCIO PESSOA;378,72;411,69;445,41;108,19;30/04/2011;
12172;EPITÁCIO PESSOA;378,42;411,69;432,82;105,13;31/03/2011;
12172;EPITÁCIO PESSOA;;411,69;411,30;99,90;05/03/2011;
12172;EPITÁCIO PESSOA;;411,69;410,51;99,71;04/03/2011;
12172;EPITÁCIO PESSOA;;411,69;405,82;98,57;03/03/2011;
12172;EPITÁCIO PESSOA;;411,69;388,10;94,27;02/03/2011;
12172;EPITÁCIO PESSOA;;411,69;369,72;89,80;01/03/2011;
12172;EPITÁCIO PESSOA;376,69;411,69;366,89;89,12;28/02/2011;
12172;EPITÁCIO PESSOA;;411,69;360,88;87,66;27/02/2011;
12172;EPITÁCIO PESSOA;;411,69;358,76;87,14;26/02/2011;
12172;EPITÁCIO PESSOA;;411,69;358,40;87,06;25/02/2011;
12172;EPITÁCIO PESSOA;;411,69;355,22;86,28;24/02/2011;
12172;EPITÁCIO PESSOA;;411,69;349,92;85,00;23/02/2011;
12172;EPITÁCIO PESSOA;;411,69;348,86;84,74;22/02/2011;
12172;EPITÁCIO PESSOA;;411,69;345,32;83,88;21/02/2011;
12172;EPITÁCIO PESSOA;;411,69;331,27;80,47;20/02/2011;
12172;EPITÁCIO PESSOA;;411,69;331,27;80,47;19/02/2011;
12172;EPITÁCIO PESSOA;;411,69;331,61;80,55;18/02/2011;
12172;EPITÁCIO PESSOA;;411,69;331,61;80,55;17/02/2011;
12172;EPITÁCIO PESSOA;;411,69;331,27;80,47;16/02/2011;
12172;EPITÁCIO PESSOA;;411,69;329,57;80,05;15/02/2011;
12172;EPITÁCIO PESSOA;;411,69;324,47;78,81;14/02/2011;
12172;EPITÁCIO PESSOA;;411,69;324,47;78,81;13/02/2011;
12172;EPITÁCIO PESSOA;;411,69;324,81;78,90;12/02/2011;
12172;EPITÁCIO PESSOA;;411,69;325,15;78,98;11/02/2011;
12172;EPITÁCIO PESSOA;;411,69;325,49;79,06;10/02/2011;
12172;EPITÁCIO PESSOA;;411,69;325,83;79,14;09/02/2011;
12172;EPITÁCIO PESSOA;;411,69;326,17;79,23;08/02/2011;
12172;EPITÁCIO PESSOA;;411,69;326,51;79,31;07/02/2011;
12172;EPITÁCIO PESSOA;;411,69;326,51;79,31;06/02/2011;
12172;EPITÁCIO PESSOA;;411,69;326,51;79,31;05/02/2011;
12172;EPITÁCIO PESSOA;;411,69;326,85;79,39;04/02/2011;
12172;EPITÁCIO PESSOA;;411,69;326,85;79,39;03/02/2011;
12172;EPITÁCIO PESSOA;;411,69;327,19;79,48;02/02/2011;
12172;EPITÁCIO PESSOA;;411,69;327,53;79,56;01/02/2011;
12172;EPITÁCIO PESSOA;375,57;411,69;327,87;79,64;31/01/2011;
12172;EPITÁCIO PESSOA;;411,69;328,21;79,72;30/01/2011;
12172;EPITÁCIO PESSOA;;411,69;328,21;79,72;29/01/2011;
12172;EPITÁCIO PESSOA;;411,69;328,21;79,72;28/01/2011;
12172;EPITÁCIO PESSOA;;411,69;328,21;79,72;27/01/2011;
12172;EPITÁCIO PESSOA;;411,69;327,87;79,64;26/01/2011;
12172;EPITÁCIO PESSOA;;411,69;327,19;79,48;25/01/2011;
12172;EPITÁCIO PESSOA;;411,69;324,47;78,81;24/01/2011;
12172;EPITÁCIO PESSOA;;411,69;319,37;77,58;23/01/2011;
12172;EPITÁCIO PESSOA;;411,69;316,65;76,91;22/01/2011;
12172;EPITÁCIO PESSOA;;411,69;315,29;76,58;21/01/2011;
12172;EPITÁCIO PESSOA;;411,69;315,63;76,67;20/01/2011;
12172;EPITÁCIO PESSOA;;411,69;316,31;76,83;19/01/2011;
12172;EPITÁCIO PESSOA;;411,69;316,31;76,83;18/01/2011;
12172;EPITÁCIO PESSOA;;411,69;316,65;76,91;17/01/2011;
12172;EPITÁCIO PESSOA;;411,69;316,99;77,00;16/01/2011;
12172;EPITÁCIO PESSOA;;411,69;317,33;77,08;15/01/2011;
12172;EPITÁCIO PESSOA;;411,69;317,67;77,16;14/01/2011;
12172;EPITÁCIO PESSOA;;411,69;318,01;77,24;13/01/2011;
12172;EPITÁCIO PESSOA;;411,69;318,01;77,24;12/01/2011;
12172;EPITÁCIO PESSOA;;411,69;318,01;77,24;11/01/2011;
12172;EPITÁCIO PESSOA;;411,69;317,33;77,08;10/01/2011;
12172;EPITÁCIO PESSOA;;411,69;317,67;77,16;09/01/2011;
12172;EPITÁCIO PESSOA;;411,69;318,01;77,24;08/01/2011;
12172;EPITÁCIO PESSOA;;411,69;318,69;77,41;07/01/2011;
12172;EPITÁCIO PESSOA;;411,69;319,03;77,49;06/01/2011;
12172;EPITÁCIO PESSOA;;411,69;319,37;77,58;05/01/2011;
12172;EPITÁCIO PESSOA;;411,69;319,71;77,66;04/01/2011;
12172;EPITÁCIO PESSOA;;411,69;320,05;77,74;03/01/2011;
12172;EPITÁCIO PESSOA;;411,69;320,39;77,82;02/01/2011;
12172;EPITÁCIO PESSOA;;411,69;320,73;77,91;01/01/2011;
12172;EPITÁCIO PESSOA;375,37;411,69;321,07;77,99;31/12/2010;
12172;EPITÁCIO PESSOA;;411,69;321,41;78,07;30/12/2010;
12172;EPITÁCIO PESSOA;;411,69;322,09;78,24;29/12/2010;
12172;EPITÁCIO PESSOA;;411,69;322,43;78,32;28/12/2010;
12172;EPITÁCIO PESSOA;;411,69;322,77;78,40;27/12/2010;
12172;EPITÁCIO PESSOA;;411,69;323,11;78,48;26/12/2010;
12172;EPITÁCIO PESSOA;;411,69;323,45;78,57;25/12/2010;
12172;EPITÁCIO PESSOA;;411,69;323,79;78,65;24/12/2010;
12172;EPITÁCIO PESSOA;;411,69;324,13;78,73;23/12/2010;
12172;EPITÁCIO PESSOA;;411,69;324,47;78,81;22/12/2010;
12172;EPITÁCIO PESSOA;;411,69;324,81;78,90;21/12/2010;
12172;EPITÁCIO PESSOA;;411,69;325,15;78,98;20/12/2010;
12172;EPITÁCIO PESSOA;;411,69;325,15;78,98;19/12/2010;
12172;EPITÁCIO PESSOA;;411,69;325,15;78,98;18/12/2010;
12172;EPITÁCIO PESSOA;;411,69;325,15;78,98;17/12/2010;
12172;EPITÁCIO PESSOA;;411,69;325,15;78,98;16/12/2010;
12172;EPITÁCIO PESSOA;;411,69;325,83;79,14;15/12/2010;
12172;EPITÁCIO PESSOA;;411,69;326,17;79,23;14/12/2010;
12172;EPITÁCIO PESSOA;;411,69;326,51;79,31;13/12/2010;
12172;EPITÁCIO PESSOA;;411,69;326,51;79,31;12/12/2010;
12172;EPITÁCIO PESSOA;;411,69;326,85;79,39;11/12/2010;
12172;EPITÁCIO PESSOA;;411,69;327,19;79,48;10/12/2010;
12172;EPITÁCIO PESSOA;;411,69;327,53;79,56;09/12/2010;
12172;EPITÁCIO PESSOA;;411,69;327,87;79,64;08/12/2010;
12172;EPITÁCIO PESSOA;;411,69;328,21;79,72;07/12/2010;
12172;EPITÁCIO PESSOA;;411,69;328,55;79,81;06/12/2010;
12172;EPITÁCIO PESSOA;;411,69;328,89;79,89;05/12/2010;
12172;EPITÁCIO PESSOA;;411,69;329,57;80,05;04/12/2010;
12172;EPITÁCIO PESSOA;;411,69;329,91;80,14;03/12/2010;
12172;EPITÁCIO PESSOA;;411,69;330,25;80,22;02/12/2010;
12172;EPITÁCIO PESSOA;;411,69;330,59;80,30;01/12/2010;
12172;EPITÁCIO PESSOA;375,67;411,69;331,27;80,47;30/11/2010;
12172;EPITÁCIO PESSOA;;411,69;331,61;80,55;29/11/2010;
12172;EPITÁCIO PESSOA;;411,69;331,95;80,63;28/11/2010;
12172;EPITÁCIO PESSOA;;411,69;332,29;80,71;27/11/2010;
12172;EPITÁCIO PESSOA;;411,69;332,63;80,80;26/11/2010;
12172;EPITÁCIO PESSOA;;411,69;333,31;80,96;25/11/2010;
12172;EPITÁCIO PESSOA;;411,69;333,65;81,04;24/11/2010;
12172;EPITÁCIO PESSOA;;411,69;333,99;81,13;23/11/2010;
12172;EPITÁCIO PESSOA;;411,69;334,33;81,21;22/11/2010;
12172;EPITÁCIO PESSOA;;411,69;335,01;81,38;21/11/2010;
12172;EPITÁCIO PESSOA;;411,69;335,35;81,46;20/11/2010;
12172;EPITÁCIO PESSOA;;411,69;335,69;81,54;19/11/2010;
12172;EPITÁCIO PESSOA;;411,69;336,37;81,71;18/11/2010;
12172;EPITÁCIO PESSOA;;411,69;336,71;81,79;17/11/2010;
12172;EPITÁCIO PESSOA;;411,69;337,05;81,87;16/11/2010;
12172;EPITÁCIO PESSOA;;411,69;337,39;81,95;15/11/2010;
12172;EPITÁCIO PESSOA;;411,69;337,73;82,04;14/11/2010;
12172;EPITÁCIO PESSOA;;411,69;338,07;82,12;13/11/2010;
12172;EPITÁCIO PESSOA;;411,69;338,41;82,20;12/11/2010;
12172;EPITÁCIO PESSOA;;411,69;338,75;82,28;11/11/2010;
12172;EPITÁCIO PESSOA;;411,69;339,44;82,45;10/11/2010;
12172;EPITÁCIO PESSOA;;411,69;339,78;82,53;09/11/2010;
12172;EPITÁCIO PESSOA;;411,69;340,12;82,61;08/11/2010;
12172;EPITÁCIO PESSOA;;411,69;340,80;82,78;07/11/2010;
12172;EPITÁCIO PESSOA;;411,69;341,14;82,86;06/11/2010;
12172;EPITÁCIO PESSOA;;411,69;341,48;82,94;05/11/2010;
12172;EPITÁCIO PESSOA;;411,69;341,82;83,03;04/11/2010;
12172;EPITÁCIO PESSOA;;411,69;342,16;83,11;03/11/2010;
12172;EPITÁCIO PESSOA;;411,69;342,50;83,19;02/11/2010;
12172;EPITÁCIO PESSOA;;411,69;342,85;83,28;01/11/2010;
12172;EPITÁCIO PESSOA;376,02;411,69;343,20;83,36;31/10/2010;
12172;EPITÁCIO PESSOA;;411,69;343,56;83,45;30/10/2010;
12172;EPITÁCIO PESSOA;;411,69;343,91;83,54;29/10/2010;
12172;EPITÁCIO PESSOA;;411,69;344,26;83,62;28/10/2010;
12172;EPITÁCIO PESSOA;;411,69;343,91;83,54;27/10/2010;
12172;EPITÁCIO PESSOA;;411,69;343,91;83,54;26/10/2010;
12172;EPITÁCIO PESSOA;;411,69;341,14;82,86;25/10/2010;
12172;EPITÁCIO PESSOA;;411,69;330,93;80,38;24/10/2010;
12172;EPITÁCIO PESSOA;;411,69;329,91;80,14;23/10/2010;
12172;EPITÁCIO PESSOA;;411,69;329,23;79,97;22/10/2010;
12172;EPITÁCIO PESSOA;;411,69;329,57;80,05;21/10/2010;
12172;EPITÁCIO PESSOA;;411,69;329,91;80,14;20/10/2010;
12172;EPITÁCIO PESSOA;;411,69;330,25;80,22;19/10/2010;
12172;EPITÁCIO PESSOA;;411,69;330,59;80,30;18/10/2010;
12172;EPITÁCIO PESSOA;;411,69;330,93;80,38;17/10/2010;
12172;EPITÁCIO PESSOA;;411,69;331,27;80,47;16/10/2010;
12172;EPITÁCIO PESSOA;;411,69;331,95;80,63;15/10/2010;
12172;EPITÁCIO PESSOA;;411,69;332,29;80,71;14/10/2010;
12172;EPITÁCIO PESSOA;;411,69;332,63;80,80;13/10/2010;
12172;EPITÁCIO PESSOA;;411,69;332,97;80,88;12/10/2010;
12172;EPITÁCIO PESSOA;;411,69;333,31;80,96;11/10/2010;
12172;EPITÁCIO PESSOA;;411,69;333,65;81,04;10/10/2010;
12172;EPITÁCIO PESSOA;;411,69;334,33;81,21;09/10/2010;
